#;Código;País;Partida;Descripción;Peso Neto Kg.;Valor FOB USD.;fechaInicio;fechaFinal
680;GB;Reino Unido;6403919000;LOS DEMÁS CALZADOS QUE CUBRAN EL TOBILLO CON PALMILLA O PLATAFORMA DE MADERA, SIN PLANTILLAS NI PUNTERA METÁLICA DE PROTECCIÓN;13193;270388.41;01/01/2022;30/09/2022
681;DE;Alemania;804400000;AGUACATES (PALTAS) , FRESCAS O SECAS;184677.3;270374.52;01/01/2022;30/09/2022
682;BE;Bélgica;8702101000;VEHÍCULOS AUTOMÓVILES PARA EL TRANSPORTE DE UN MÁXIMO DE 16 PERSONAS, INCLUSO EL CONDUCTOR, DIÉSEL;75870;270000;01/01/2022;30/09/2022
683;GR;Grecia;1804001300;MANTECA DE CACAO CON UN ÍNDICE DE ACIDEZ EXPRESADO EN ÁCIDO OLEICO SUPERIOR A 1.65%;34010;269534;01/01/2022;30/09/2022
684;PT;Portugal;804400000;AGUACATES (PALTAS) , FRESCAS O SECAS;155040;266536.33;01/01/2022;30/09/2022
685;ES;España;6109100039;LOS DEMÁS T-SHIRTS DE ALGODÓN, PARA HOMBRES O MUJERES;5622.95;264811.96;01/01/2022;30/09/2022
686;NL;Países Bajos (Holanda);2103909000;DEMÁS PREPARACIONES PARA SALSAS, Y DEMÁS SALSAS PREPARADAS;53289.55;263773.38;01/01/2022;30/09/2022
687;FR;Francia;6110193000;CARDIGANES DE LOS DEMÁS PELOS FINOS;2947.94;263685.34;01/01/2022;30/09/2022
688;FR;Francia;4202210000;BOLSOS DE MANO, INCL. C/BANDOLERA O SIN ASA CON LA SUPERFICIE EXTERIOR DE CUERO;258.33;263472.92;01/01/2022;30/09/2022
689;BE;Bélgica;8441300000;MÁQUINAS PARA LA FABRICACIÓN DE CAJAS, TUBOS, TAMBORES O CONTINENTES SIMILARES, EXCEPTO POR MOLDEADO;94155.28;262286;01/01/2022;30/09/2022
690;DE;Alemania;6505009000;"LOS DEMÁS SOMBREROS Y DEMÁS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE, FIELTRO U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS), INCLUSO GUARNECIDOS; REDECILLAS PARA EL CABELLO, DE CUALQUIER MATERIA, INCLUSO GUARNECIDAS; A EXCEPCIÓN DE REDECILLAS PARA EL CABELLOSOMBREROS Y DEMÁS TOCADOS DE FIELTRO, FABRICADOS CON CASCOS O PLATOS DE LA PARTIDA 65.01, INCLUSO GUARNECIDOS.";2648.41;261194.74;01/01/2022;30/09/2022
691;DE;Alemania;6110119090;"LOS DEMÁS SUÉTERES (JERSEYS), «PULLOVERS», CARDIGANES, CHALECOS Y ARTÍCULOS SIMILARES, DE PUNTO Y DE LANA; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE (SOUS PULL, TURTLE NECK).";2395.72;258950.1;01/01/2022;30/09/2022
692;ES;España;303910000;HÍGADOS, HUEVAS Y LECHAS;57297;258286.4;01/01/2022;30/09/2022
693;ES;España;7010904000;DEMÁS BOMBONAS, BOTELLAS, FRASCOS DE VIDRIO DE CAPACIDAD INFERIOR O IGUAL A 0.15 L;63583.54;258283.07;01/01/2022;30/09/2022
694;IE;Irlanda (Eire);2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);72000;258161;01/01/2022;30/09/2022
695;DK;Dinamarca;4407299000;LAS DEMÁS MADERAS TROPICALES ASERRADA EXCEPTO;127533.45;257862.41;01/01/2022;30/09/2022
696;FR;Francia;306179900;LOS DEMÁS LOS DEMÁS CAMARONES, LANGOSTINOS Y DEMÁS DECÁPODOS NATANTIA EXCEPTO CAMARONES DE RÍO DE LOS GÉNEROS MACROBRACHIUM.;20898;256084.89;01/01/2022;30/09/2022
697;FR;Francia;4418790000;LOS DEMÁS TABLEROS ENSAMBLADOS.;163561.57;255869.12;01/01/2022;30/09/2022
698;LT;Lituania;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;143042.03;254252.69;01/01/2022;30/09/2022
699;IT;Italia;811909100;MANGO (MANGIFERA INDICA L.);119459.39;253915.77;01/01/2022;30/09/2022
700;CZ;República Checa;5109100000;HILADOS DE LANA O PELO FINO PARA VENTA AL POR MENOR CON UN CONTENIDO >=85% EN PESO;6947.09;251261.89;01/01/2022;30/09/2022
701;ES;España;3305100000;CHAMPÚES;37952.93;251128.44;01/01/2022;30/09/2022
702;ES;España;1104230000;GRANOS TRABAJADOS (P.EJ. MONDADOS, PERLADOS, TROCEADOS O QUEBRANTADOS) DE MAÍZ;138697.3;249875.08;01/01/2022;30/09/2022
703;FR;Francia;6205200000;CAMISAS PARA HOMBRES O NIÑOS, DE ALGODÓN;3006.45;249737.53;01/01/2022;30/09/2022
704;NL;Países Bajos (Holanda);2827410000;OXICLORURO E HIDROXICLORURO DE COBRE;40000;248567;01/01/2022;30/09/2022
705;BG;Bulgaria;2827410000;OXICLORURO E HIDROXICLORURO DE COBRE;40000;248533;01/01/2022;30/09/2022
706;LT;Lituania;4016991000;OTROS ARTÍCULOS PARA USOS TÉCNICOS DE CAUCHO VULCANIZADO SIN ENDURECER;47.39;248219.21;01/01/2022;30/09/2022
707;IT;Italia;3305200000;PREPARACIONES PARA ONDULACIÓN O DESRIZADO PERMANENTES;29671.8;248153.68;01/01/2022;30/09/2022
708;GB;Reino Unido;1804001100;MANTECA DE CACAO CON UN ÍNDICE DE ACIDEZ EXPRESADO EN ÁCIDO OLEICO INFERIOR O IGUAL A 1%;37607.76;247026.32;01/01/2022;30/09/2022
709;DE;Alemania;712310000;HONGOS DEL GÉNERO AGARICUS SECAS, INCLUIDAS LAS CORTADAS EN TROZOS O EN RODAJAS O LAS TRITURADAS O PULVERIZADAS.;24000;246836;01/01/2022;30/09/2022
710;FR;Francia;307221000;VIEIRAS (CONCHAS DE ABANICO) (PECTEN JACOBAEUS) CONGELADOS;19680;245461.5;01/01/2022;30/09/2022
711;DE;Alemania;8473409000;LOS DEMÁS PARTES Y ACCESORIOS DE MÁQUINAS DE LA PARTIDA NO 84.72;3500.75;245231.51;01/01/2022;30/09/2022
712;PT;Portugal;1604320000;SUCEDÁNEOS DEL CAVIAR;9954;244966.26;01/01/2022;30/09/2022
713;ES;España;1518009000;"DEMÁS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESHIDRATADOS, SULFURADOS, SOPLADOS, POLIMERIZADOS POR CALOR EN VACÍO O ATMÓSFERA INERTE («ESTANDOLIZADOS»), O MODIFICADOS QUÍMICAMENTE DE OTRA FORMA, EXCEPTO LOS DE LA PARTIDA 15.16; MEZCLAS O PREPARACIONES NO ALIMENTICIAS DE GRASAS O DE ACEITES, ANIMALES O VEGETALES, O DE FRACCIONES DE DIFERENTES GRASAS O ACEITES DE ESTE CAPÍTULO, NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE";242094.98;244349.9;01/01/2022;30/09/2022
714;NL;Países Bajos (Holanda);901111000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR PARA SIEMBRA;41340;243692.07;01/01/2022;30/09/2022
715;DE;Alemania;5207100000;HILADOS DE ALGODÓN PARA VENTA AL POR MENOR CON UN CONTENIDO DE ALGODÓN>=85% EN PESO;8572.6;243681.91;01/01/2022;30/09/2022
716;FR;Francia;7117900000;LAS DEMÁS BISUTERÍAS;1547.08;242627.36;01/01/2022;30/09/2022
717;GB;Reino Unido;6105100080;LAS DEMÁS CAMISAS DE PUNTO ALGODÓN CON CUELLO Y ABERTURA DELANTERA PARCIAL PARA HOMBRES;7798.91;240850.39;01/01/2022;30/09/2022
718;GB;Reino Unido;2508500000;ANDALUCITA, CIANITA Y SILIMANITA;519530;239695.2;01/01/2022;30/09/2022
719;PT;Portugal;805299000;WILKINGS E HÍBRIDOS SIMILARES DE AGRIOS (CÍTRICOS) EXCEPTO TANGELO;297360;238365.94;01/01/2022;30/09/2022
720;GB;Reino Unido;1302391000;MUCÍLAGOS DE SEMILLA DE TARA (CAESALPINEA SPINOSA);6000;238336.43;01/01/2022;30/09/2022
721;DE;Alemania;805299000;WILKINGS E HÍBRIDOS SIMILARES DE AGRIOS (CÍTRICOS) EXCEPTO TANGELO;229590;236743.06;01/01/2022;30/09/2022
722;GB;Reino Unido;1106201000;HARINA, SÉMOLA Y POLVO DE MACA (LEPIDIUM MEYENII);31627.1;236018.36;01/01/2022;30/09/2022
723;SE;Suecia;710801000;ESPÁRRAGO CONGELADO AUNQUE ESTÉN COCIDAS EN AGUA O VAPOR.;38016;235299.2;01/01/2022;30/09/2022
724;PT;Portugal;2508500000;ANDALUCITA, CIANITA Y SILIMANITA;505585;235171.15;01/01/2022;30/09/2022
725;SI;Eslovenia;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);60000;234853.3;01/01/2022;30/09/2022
726;NL;Países Bajos (Holanda);2005800000;MAÍZ DULCE (ZEA MAYS VAR. SACCHARATA), SIN CONGELAR;116834;234610.22;01/01/2022;30/09/2022
727;SE;Suecia;4409229020;MADERA MOLDURADA DE MADERAS TROPICALES EXCEPTO DE IPÉ;80161.7;232698.97;01/01/2022;30/09/2022
728;NL;Países Bajos (Holanda);8474900000;PARTES DE MÁQUINAS Y APARATOS DE LA PARTIDA NO 84.74;20793.55;231894.88;01/01/2022;30/09/2022
729;GB;Reino Unido;6110202000;CHALECOS;1453.41;231783.9;01/01/2022;30/09/2022
730;NL;Países Bajos (Holanda);811909400;MARACUYÁ (PARCHITA) (PASSIFLORA EDULIS);42680.4;229114.82;01/01/2022;30/09/2022
731;IT;Italia;6913900000;LAS DEMÁS ESTATUILLAS Y DEMÁS ARTÍCULOS PARA ADORNOS DE CERÁMICA;12146.1;228798.79;01/01/2022;30/09/2022
732;ES;España;1604150000;PREPARACIONES Y CONSERVAS DE CABALLAS ENTERO O EN TROZOS, EXCEPTO PICADO;69250.74;228648.31;01/01/2022;30/09/2022
733;FR;Francia;1604160000;PREPARACIONES Y CONSERVAS DE ANCHOAS ENTERO O EN TROZOS, EXCEPTO PICADO;31104;228588.8;01/01/2022;30/09/2022
734;GB;Reino Unido;2009391000;JUGO DE DE LIMÓN DE LA SUBPARTIDA 0805.50.21;153894.4;227477.32;01/01/2022;30/09/2022
735;GB;Reino Unido;7007210000;VIDRIO DE SEGURIDAD CONTRACHAPADO PARA AUTOMÓVILES, AERONAVES, BARCOS U OTROS;396;226852.27;01/01/2022;30/09/2022
736;ES;España;3105909000;LOS DEMÁS ABONOS;66800;226788;01/01/2022;30/09/2022
737;FR;Francia;6204420000;VESTIDOS, PARA MUJERES O NIÑAS, DE ALGODÓN;3902.31;226429.61;01/01/2022;30/09/2022
738;DE;Alemania;5108200000;HILADOS DE PELO FINO PEINADO SIN ACONDICIONAR PARA LA VENTA EL POR MENOR;5314.17;226149.76;01/01/2022;30/09/2022
739;LV;Letonia;3004202000;MEDICAMENTOS QUE CONTENGAN OTROS ANTIBIÓTICOS PARA USO VETERINARIO PARA VENTA AL POR MENOR;9864;224866;01/01/2022;30/09/2022
740;BE;Bélgica;3203002100;CARMÍN DE COCHINILLA;3050;224493.74;01/01/2022;30/09/2022
741;BE;Bélgica;710801000;ESPÁRRAGO CONGELADO AUNQUE ESTÉN COCIDAS EN AGUA O VAPOR.;66001;224116;01/01/2022;30/09/2022
742;NL;Países Bajos (Holanda);3808929100;FUNGICIDA A BASE DE COMPUESTOS DE COBRE;40000;223817;01/01/2022;30/09/2022
743;BE;Bélgica;7801910000;PLOMO EN BRUTO CON ANTIMONIO COMO EL OTRO ELEMENTO PREDOMINANTE EN PESO;99200;223046.24;01/01/2022;30/09/2022
744;GB;Reino Unido;5608110000;REDES CONFECCIONADAS PARA LA PESCA DE MATERIAL TEXTIL SINTÉTICA O ARTIFICIAL;20462.47;222780.16;01/01/2022;30/09/2022
745;IE;Irlanda (Eire);5108200000;HILADOS DE PELO FINO PEINADO SIN ACONDICIONAR PARA LA VENTA EL POR MENOR;5808.1;222711.79;01/01/2022;30/09/2022
746;DE;Alemania;910120000;JENGIBRE TRITURADO O PULVERIZADO;59130;222350.7;01/01/2022;30/09/2022
747;BG;Bulgaria;5108200000;HILADOS DE PELO FINO PEINADO SIN ACONDICIONAR PARA LA VENTA EL POR MENOR;5716.54;221398.81;01/01/2022;30/09/2022
748;DE;Alemania;2106907900;LAS DEMÁS COMPLEMENTOS Y SUPLEMENTOS ALIMENTICIOS;1115;221318;01/01/2022;30/09/2022
749;ES;España;8431490000;LAS DEMÁS PARTES DE MÁQUINAS Y APARATOS DE LAS PARTIDAS N° 84.26,84.29 U 84.30;33807.52;221053.41;01/01/2022;30/09/2022
750;PT;Portugal;7314410000;DEMÁS TELAS METÁLICAS, REDES Y REJAS, CINCADAS;113946.92;220403.15;01/01/2022;30/09/2022
751;FR;Francia;1211905000;UÑA DE GATO (UNCARIA TORMENTOSA) FRESCOS, SECOS, INCLUSO CORTADOS, QUEBRANTADOS O PULVERIZADOS;73942;219500;01/01/2022;30/09/2022
752;BE;Bélgica;4409299000;LAS DEMÁS MADERAS MOLDURADAS;95439.5;219421.91;01/01/2022;30/09/2022
753;ES;España;1701999000;AZÚCAR DE CAÑA O REMOLACHA CON ADICIÓN DE AROMATIZANTE O COLORANTE;245000;218750;01/01/2022;30/09/2022
754;IT;Italia;6108320000;CAMISONES Y PIJAMAS DE PUNTO DE FIBRAS SINTÉTICAS O ARTIFICIALES, PARA MUJERES O NIÑAS;3826.28;218474.85;01/01/2022;30/09/2022
755;GB;Reino Unido;2840200000;LOS DEMÁS BORATOS;139000;218313.55;01/01/2022;30/09/2022
756;PL;Polonia;7905000091;DISCOS, HEXÁGONOS, DE CINC CUYA MAYOR DIMENSIÓN NO EXCEDA DE 30 MM;59000;218215.15;01/01/2022;30/09/2022
757;IT;Italia;304890000;FILETES CONGELADOS DE LOS DEMÁS PESCADOS;38102.18;217003.34;01/01/2022;30/09/2022
758;ES;España;2008999000;DEMÁS FRUTAS O FRUTOS Y DEMÁS PARTÍCULAS COMESTIBLES DE PLANTAS, PREPARADAS O CONSERVADAS DE OTRO MODO;58311.36;216663.09;01/01/2022;30/09/2022
759;DE;Alemania;6114200000;LAS DEMÁS PRENDAS DE VESTIR DE PUNTO DE ALGODÓN;5020.34;215656.51;01/01/2022;30/09/2022
760;ES;España;904229000;LOS DEMÁS FRUTOS DE LOS GÉNEROS CAPSICUM O PIMENTA: TRITURADOS O PULVERIZADOS EXCEPTO PAPRIKA (CAPSICUM ANNUUM, L.).;45567.76;214683.38;01/01/2022;30/09/2022
761;ES;España;713509000;HABAS, HABA CABALLAR Y HABA MENOR EXCEPTO PARA SIEMBRA;140876;213841.76;01/01/2022;30/09/2022
762;BE;Bélgica;7408110000;ALAMBRE DE COBRE REFINADO CON LA MAYOR DIMENSIÓN DE LA SECCIÓN TRANSVERSAL SUPERIOR A 6 MM;25522;212436.71;01/01/2022;30/09/2022
763;DK;Dinamarca;4409299000;LAS DEMÁS MADERAS MOLDURADAS;70984;210050.4;01/01/2022;30/09/2022
764;DE;Alemania;1805000000;CACAO EN POLVO SIN ADICIÓN DE AZÚCAR NI OTRO EDULCORANTE.;47250;209764.68;01/01/2022;30/09/2022
765;ES;España;307490000;JIBIAS, GLOBITOS, CALAMARES Y POTAS EXCEPTO CONGELADAS, VIVOS, FRESCOS O REFRIGERADOS;81225;209427.16;01/01/2022;30/09/2022
766;AT;Austria;7113190000;ARTÍCULOS DE JOYERÍA DE LOS DEMÁS METALES PRECIOSOS, INCLUSO REVESTIDOS O CHAPADOS;6.22;208842.32;01/01/2022;30/09/2022
767;DE;Alemania;3203001500;MATERIAS COLORANTES DE MARIGOLD (XANTOFILA);16000;207982.26;01/01/2022;30/09/2022
768;FR;Francia;6105100059;LAS DEMÁS CAMISAS DE PUNTO ALGODÓN CON CUELLO Y ABERTURA DELANTERA PARCIAL PARA HOMBRES;3561.23;207794.09;01/01/2022;30/09/2022
769;IT;Italia;8526100000;APARATOS DE RADAR;65;206642.51;01/01/2022;30/09/2022
770;DK;Dinamarca;708100000;ARVEJAS (GUISANTES, CHICHAROS) (PISUM SATIVUM) FRESCAS O REFRIGERADAS;60300;206320.53;01/01/2022;30/09/2022
771;DE;Alemania;2208202100;PISCO;43411.38;206151.99;01/01/2022;30/09/2022
772;NL;Países Bajos (Holanda);1211909099;LAS DEMÁS PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES EXCEPTO REFRIGERADOS, CONGELADOS;14681.69;205827.2;01/01/2022;30/09/2022
773;BE;Bélgica;804400000;AGUACATES (PALTAS) , FRESCAS O SECAS;133718;205738.54;01/01/2022;30/09/2022
774;FR;Francia;6105100091;LAS DEMÁS CAMISAS DE PUNTO ALGODÓN CON ABERTURA DELANTERA PARCIAL PARA HOMBRES Y NIÑOS, CUELLO Y PUÑO DE TEJIDO ACANALADO ELÁSTICO;3004.19;204232.8;01/01/2022;30/09/2022
775;AT;Austria;6110209090;"LOS DEMÁS SUÉTERES (JERSEYS), «PULLOVERS», CARDIGANES, CHALECOS Y ARTÍCULOS SIMILARES, DE PUNTO Y DE ALGODÓN; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE (SOUS PULL, TURTLE NECK).";1313.5;201540.5;01/01/2022;30/09/2022
776;BE;Bélgica;1905909000;PRODUCTOS DE PANADERÍA, PASTELERÍA O GALLETERÍA, INCLUSO CON ADICIÓN DE CACAO EXCEPTO GALLETAS SALADAS O AROMATIZADAS;29945.49;201080.08;01/01/2022;30/09/2022
777;NL;Países Bajos (Holanda);2007999200;LOS DEMÁS PURES Y PASTAS DE FRUTAS U OTROS FRUTOS;155172.64;200310.26;01/01/2022;30/09/2022
778;IT;Italia;709930000;CALABAZAS (ZAPALLOS) Y CALABACINES (CUCÚRBITA SPP.);393182.84;200085.47;01/01/2022;30/09/2022
779;DE;Alemania;5501309000;"LOS DEMÁS CABLES DE FILAMENTOS SINTÉTICOS, ACRÍLICOS O MODACRÍLICOS; A EXCEPCIÓN DE LOS OBTENIDOS POR EXTRUSIÓN HÚMEDA.";64360.9;199905.53;01/01/2022;30/09/2022
780;ES;España;1005904000;MORADO (ZEA MAYS AMILÁCEA CV. MORADO);77705.09;198429.08;01/01/2022;30/09/2022
781;GB;Reino Unido;5006000000;HILADOS DE SEDA O DE DESPERDICIOS DE SEDA, ACONDICIONADOS PARA LA VENTA AL POR MENOR;2341;197958.79;01/01/2022;30/09/2022
782;PT;Portugal;3920920000;LAS DEMÁS PLACAS, LÁMINAS, HOJAS Y TIRAS DE POLIAMIDAS;48796.53;197552.5;01/01/2022;30/09/2022
783;DE;Alemania;810905000;UCHUVAS (UVILLAS) (PHYSALIS PERUVIANA) FRESCAS;22982.8;197309.71;01/01/2022;30/09/2022
784;GR;Grecia;2301201100;HARINA DE PESCADO CON UN CONTENIDO DE GRASA SUPERIOR A 2% EN PESO;149540;196346.02;01/01/2022;30/09/2022
785;PT;Portugal;713609000;ARVEJAS (GUISANTES, CHÍCHAROS) DE PALO, GANDÚ O GANDUL EXCEPTO PARA SIEMBRA;169972.5;195636.91;01/01/2022;30/09/2022
786;IT;Italia;712390000;DEMÁS HONGOS EXCEPTO DEL GENERO AGARICUS, GELATINOSOS Y OREJAS DE JUDAS;18000;195633.03;01/01/2022;30/09/2022
787;GB;Reino Unido;2810001000;ÁCIDO ORTO BÓRICO;220125;195309.07;01/01/2022;30/09/2022
788;BE;Bélgica;806100000;UVAS FRESCAS;113532;193824;01/01/2022;30/09/2022
789;BG;Bulgaria;5101110000;LANA SIN CARDAR NI PEINAR, SUCIA, INCLUSO LAVADA EN VIVO, ESQUILADA;99700;193759.53;01/01/2022;30/09/2022
790;DE;Alemania;810909000;LOS DEMÁS FRUTAS U OTROS FRUTOS FRESCOS;155187.9;193646.26;01/01/2022;30/09/2022
791;PT;Portugal;307221000;VIEIRAS (CONCHAS DE ABANICO) (PECTEN JACOBAEUS) CONGELADOS;14720;193375.62;01/01/2022;30/09/2022
792;ES;España;713359000;FRIJOLES SALVAJES O CAUPÍ EXCEPTO PARA SIEMBRA;152103.4;193334.23;01/01/2022;30/09/2022
793;IT;Italia;1102909000;HARINA DE CEREALES, EXCEPTO DE TRIGO O DE MORCAJO (TRANQUILLÓN) EXCEPTO DE MAÍZ Y CENTENO;2212.56;193293.82;01/01/2022;30/09/2022
794;DE;Alemania;306171200;COLAS DE LANGOSTINO ,SIN CAPARAZÓN, CONGELADOS;14800;193125.2;01/01/2022;30/09/2022
795;GB;Reino Unido;5101110000;LANA SIN CARDAR NI PEINAR, SUCIA, INCLUSO LAVADA EN VIVO, ESQUILADA;97338;193109.14;01/01/2022;30/09/2022
796;CY;Chipre;713359000;FRIJOLES SALVAJES O CAUPÍ EXCEPTO PARA SIEMBRA;145915;192278.97;01/01/2022;30/09/2022
797;ES;España;304890000;FILETES CONGELADOS DE LOS DEMÁS PESCADOS;86420;192068.26;01/01/2022;30/09/2022
798;IT;Italia;7010904000;DEMÁS BOMBONAS, BOTELLAS, FRASCOS DE VIDRIO DE CAPACIDAD INFERIOR O IGUAL A 0.15 L;63058.58;190922.26;01/01/2022;30/09/2022
799;NL;Países Bajos (Holanda);1008902900;KIWICHA (AMARANTHUS CAUDATUS) EXCEPTO PARA SIEMBRA;117000.8;190506.64;01/01/2022;30/09/2022
800;DE;Alemania;802990000;LOS DEMÁS;12960;190080;01/01/2022;30/09/2022
801;ES;España;9701910000;PINTURAS Y DIBUJOS;127.37;189440;01/01/2022;30/09/2022
802;NL;Países Bajos (Holanda);8431439000;LAS DEMÁS PARTES DE MÁQUINAS DE SONDEO O PERFORACIÓN;2369.04;188863.78;01/01/2022;30/09/2022
803;NL;Países Bajos (Holanda);5503309000;"LOS DEMÁS FIBRAS SINTÉTICAS DISCONTINUAS, SIN CARDAR, PEINAR NI TRANSFORMAR DE OTRO MODO PARA LA HILATURA, ACRÍLICAS O MODACRÍLICAS; A EXCEPCIÓN DE LOS OBTENIDOS POR EXTRUSIÓN HÚMEDA.";97228.7;188494.08;01/01/2022;30/09/2022
804;GB;Reino Unido;6913900000;LAS DEMÁS ESTATUILLAS Y DEMÁS ARTÍCULOS PARA ADORNOS DE CERÁMICA;11811.18;188373.46;01/01/2022;30/09/2022
805;IT;Italia;6109100031;T-SHIRT DE ALGODÓN PARA HOMBRES O MUJERES, DE TEJIDO TEÑIDO DE UN SOLO COLOR UNIFORME INCLUSO BLANQUEADOS;3068.4;188170.57;01/01/2022;30/09/2022
806;FR;Francia;6206300000;CAMISAS, BLUSAS Y BLUSAS CAMISERAS, PARA MUJERES O NIÑAS, DE ALGODÓN;2390.95;187723.98;01/01/2022;30/09/2022
807;GB;Reino Unido;5207100000;HILADOS DE ALGODÓN PARA VENTA AL POR MENOR CON UN CONTENIDO DE ALGODÓN>=85% EN PESO;6277.1;187348.5;01/01/2022;30/09/2022
808;FR;Francia;2204210000;DEMÁS VINOS EN RECIPIENTES CON CAPACIDAD <= A 2 L;65420.2;186885.31;01/01/2022;30/09/2022
809;NL;Países Bajos (Holanda);7404000000;DESPERDICIOS Y DESECHOS, DE COBRE.;25310;186820.7;01/01/2022;30/09/2022
810;GB;Reino Unido;1801002000;CACAO EN GRANO, ENTERO O PARTIDO, TOSTADO;38810;186453.8;01/01/2022;30/09/2022
811;NL;Países Bajos (Holanda);1106309000;HARINA, SÉMOLA, Y POLVO DE LOS DEMÁS PRODUCTOS DEL CAPÍTULO 8 EXCLUIDOS BANANAS O PLÁTANOS;8270.5;184766.44;01/01/2022;30/09/2022
812;PT;Portugal;7905000012;LAMINADOS PLANOS DE CINC DE ESPESOR SUPERIOR A 0,65 MM;45831.5;184649.56;01/01/2022;30/09/2022
813;ES;España;303420000;ATUNES DE ALETA AMARILLA CONGELADOS, EXCEPTO HÍGADOS, HUEVAS Y LECHAS;27000;184533;01/01/2022;30/09/2022
814;IT;Italia;3923509000;"LOS DEMÁS ARTÍCULOS PARA EL TRANSPORTE O ENVASADO, DE PLÁSTICO; TAPONES, TAPAS, CÁPSULAS Y DEMÁS DISPOSITIVOS DE CIERRE, DE PLÁSTICO EN TAPONES, TAPAS, CÁPSULAS Y DEMÁS DISPOSITIVOS DE CIERRE; A EXCEPCIÓN DE LOS TAPONES DE SILICONA.";20473.82;184526.19;01/01/2022;30/09/2022
815;IT;Italia;3305900000;LAS DEMÁS PREPARACIONES CAPILARES;22432.93;184271.52;01/01/2022;30/09/2022
816;NL;Países Bajos (Holanda);2840200000;LOS DEMÁS BORATOS;125225;184254.23;01/01/2022;30/09/2022
817;BG;Bulgaria;1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;114000;183167.78;01/01/2022;30/09/2022
818;DE;Alemania;1211909099;LAS DEMÁS PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES EXCEPTO REFRIGERADOS, CONGELADOS;10399.45;182777.13;01/01/2022;30/09/2022
819;IT;Italia;305630000;ANCHOAS (ENGRAULIS SPP.) SALADAS SIN SECAR NI AHUMAR O EN SALMUERA;24733.7;182395.05;01/01/2022;30/09/2022
820;IT;Italia;810901000;GRANADILLA, MARACUYÁ (PARCHITA) Y DEMÁS FRUTAS DE LA PASIÓN (PASSIFLORA SPP.) FRESCOS;96364.85;182189.87;01/01/2022;30/09/2022
821;DE;Alemania;6301201000;MANTAS DE LANA (EXCEPTO LAS ELÉCTRICAS);1880.58;182115.94;01/01/2022;30/09/2022
822;FR;Francia;2301209000;HARINA, POLVO Y PELLETS, DE CRUSTÁCEOS, MOLUSCOS U OTROS INVERTEBRADOS ACUÁTICOS;100520;181947.75;01/01/2022;30/09/2022
823;FR;Francia;6110111090;"LOS DEMÁS SUÉTERES (JERSEYS) DE LANA; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE(""SOUS PULL"", ""TURTLE NECK"")";1957.94;180971.06;01/01/2022;30/09/2022
824;DE;Alemania;301110000;PECES ORNAMENTALES DE AGUA DULCE;21543.46;179600.87;01/01/2022;30/09/2022
825;PL;Polonia;5108200000;HILADOS DE PELO FINO PEINADO SIN ACONDICIONAR PARA LA VENTA EL POR MENOR;2675.03;177632.08;01/01/2022;30/09/2022
826;ES;España;7117900000;LAS DEMÁS BISUTERÍAS;5829.62;177038.1;01/01/2022;30/09/2022
827;BE;Bélgica;6117809000;LOS DEMÁS COMPLEMENTOS DE VESTIR;1646.01;176782.79;01/01/2022;30/09/2022
828;IT;Italia;4106320000;CUEROS Y PIELES DEPILADOS DE PORCINO, INCLUSO DIVIDIDOS PERO SIN OTRA PREPARACIÓN EN ESTADO SECO;1183.5;175718.22;01/01/2022;30/09/2022
829;GB;Reino Unido;306179900;LOS DEMÁS LOS DEMÁS CAMARONES, LANGOSTINOS Y DEMÁS DECÁPODOS NATANTIA EXCEPTO CAMARONES DE RÍO DE LOS GÉNEROS MACROBRACHIUM.;16481;175071.73;01/01/2022;30/09/2022
830;RO;Rumania;1302391000;MUCÍLAGOS DE SEMILLA DE TARA (CAESALPINEA SPINOSA);5000;175000;01/01/2022;30/09/2022
831;NL;Países Bajos (Holanda);603900000;FLORES Y CAPULLOS, CORTADOS PARA RAMOS O ADORNOS,SECOS,BLANQUEADOS,TEÑIDOS, IMPREGNADOS O PREPARADOS DE OTRA FORMA.;7607.69;174866.04;01/01/2022;30/09/2022
