#;Código;País;Partida;Descripción;Peso Neto Kg.;Valor FOB USD.;fechaInicio;fechaFinal
4956;NL;Países Bajos (Holanda);8001100000;ESTAÑO EN BRUTO, SIN ALEAR;450400.8;12006873.44;01/01/2023;30/09/2023
4957;NL;Países Bajos (Holanda);2710191510;CARBURORREACTORES TIPO QUEROSENO PARA REACTORES Y TURBINAS DESTINADO A LAS EMPRESAS DE AVIACIÓN;10818347.56;11979020.56;01/01/2023;30/09/2023
4958;ES;España;2701110000;ANTRACITAS;66664781;11550274;01/01/2023;30/09/2023
4959;NL;Países Bajos (Holanda);2207100000;ALCOHOL ETÍLICO SIN DESNATURALIZAR CON GRADO ALCOHÓLICO VOLUMÉTRICO >=80% VOLUMEN;10295635;11532605.1;01/01/2023;30/09/2023
4960;GB;Reino Unido;810400000;ARÁNDANOS ROJOS, MIRTILOS Y DEMÁS FRUTOS DEL GÉNERO VACCINIUM, FRESCOS;2245576.63;11225874.74;01/01/2023;30/09/2023
4961;BE;Bélgica;901119000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR EXCEPTO PARA SIEMBRA;2346220.83;11207433.11;01/01/2023;30/09/2023
4962;NL;Países Bajos (Holanda);1801001900;CACAO EN GRANO, ENTERO O PARTIDO, CRUDO EXCEPTO PARA SIEMBRA;3923662.54;10258905.75;01/01/2023;30/09/2023
4963;FR;Francia;2701110000;ANTRACITAS;65681188;10248777.01;01/01/2023;30/09/2023
4964;NL;Países Bajos (Holanda);709200000;ESPÁRRAGOS, FRESCOS O REFRIGERADOS;2274677.93;10233969.95;01/01/2023;30/09/2023
4965;IT;Italia;307430000;"JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS";5367879.9;9941479.11;01/01/2023;30/09/2023
4966;GB;Reino Unido;804502000;MANGOS Y MANGOSTANES, FRESCOS O SECOS;10099150.4;9474769.18;01/01/2023;30/09/2023
4967;IT;Italia;7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;2632915.5;9081350.77;01/01/2023;30/09/2023
4968;FR;Francia;2710191510;CARBURORREACTORES TIPO QUEROSENO PARA REACTORES Y TURBINAS DESTINADO A LAS EMPRESAS DE AVIACIÓN;8204962.52;9076914.7;01/01/2023;30/09/2023
4969;NL;Países Bajos (Holanda);1209919000;DEMÁS SEMILLAS DE HORTALIZAS;15990.24;8195612.47;01/01/2023;30/09/2023
4970;ES;España;703100000;CEBOLLAS Y CHALOTES, FRESCOS O REFRIGERADOS;16917818.98;8059271.59;01/01/2023;30/09/2023
4971;ES;España;307229000;VOLANDEIRAS Y DEMÁS MOLUSCOS DE LOS GÉNEROS PECTEN, CHLAMYS O PLACOPECTEN (CONCHAS DE ABANICO), CONGELADOS;727302.12;8001442.71;01/01/2023;30/09/2023
4972;NL;Países Bajos (Holanda);2009892000;JUGO DE MARACUYÁ (PARCHITA) (PASSIFLORA EDULIS);1902965.96;7668917.29;01/01/2023;30/09/2023
4973;GB;Reino Unido;2701110000;ANTRACITAS;36480824;7238525.1;01/01/2023;30/09/2023
4974;BE;Bélgica;811909100;MANGO (MANGIFERA INDICA L.);4236063.29;7117770.1;01/01/2023;30/09/2023
4975;GB;Reino Unido;806100000;UVAS FRESCAS;3126211.4;7079284.41;01/01/2023;30/09/2023
4976;BE;Bélgica;804502000;MANGOS Y MANGOSTANES, FRESCOS O SECOS;6663257.6;6626101.28;01/01/2023;30/09/2023
4977;FR;Francia;307229000;VOLANDEIRAS Y DEMÁS MOLUSCOS DE LOS GÉNEROS PECTEN, CHLAMYS O PLACOPECTEN (CONCHAS DE ABANICO), CONGELADOS;396035.8;6355056.92;01/01/2023;30/09/2023
4978;GB;Reino Unido;901119000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR EXCEPTO PARA SIEMBRA;1191226.98;6354932.01;01/01/2023;30/09/2023
4979;FR;Francia;901119000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR EXCEPTO PARA SIEMBRA;1283767;6316889.49;01/01/2023;30/09/2023
4980;ES;España;2005991000;ALCACHOFAS (ALCAUCILES);2132356.19;6117773.67;01/01/2023;30/09/2023
4981;ES;España;709200000;ESPÁRRAGOS, FRESCOS O REFRIGERADOS;1923710.7;6117212.38;01/01/2023;30/09/2023
4982;FR;Francia;2005600000;ESPÁRRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR;1329118.38;6110746.87;01/01/2023;30/09/2023
4983;DE;Alemania;2616100000;MINERALES DE PLATA Y SUS CONCENTRADOS;791418;5885213.39;01/01/2023;30/09/2023
4984;FR;Francia;804502000;MANGOS Y MANGOSTANES, FRESCOS O SECOS;2606359.55;5845168.11;01/01/2023;30/09/2023
4985;NL;Países Bajos (Holanda);3301130000;ACEITES ESENCIALES DE LIMÓN.;72595.1;5700381.94;01/01/2023;30/09/2023
4986;NL;Países Bajos (Holanda);1209915000;SEMILLAS DE TOMATES (LICOPERSICUM SPP.);2423.92;5559985.14;01/01/2023;30/09/2023
4987;NL;Países Bajos (Holanda);2008993000;MANGOS PREPARADOS O CONSERVADOS;3717618.93;5285597.21;01/01/2023;30/09/2023
4988;BE;Bélgica;803901100;BANANAS FRESCAS TIPO «CAVENDISH VALERY»;6553652.24;5235599.38;01/01/2023;30/09/2023
4989;BE;Bélgica;7108120000;ORO EN LAS DEMÁS FORMAS EN BRUTO;89.81;5208311.03;01/01/2023;30/09/2023
4990;DE;Alemania;2005600000;ESPÁRRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR;1296385.45;5090209.18;01/01/2023;30/09/2023
4991;DK;Dinamarca;3205000000;"LACAS COLORANTES; PREPARACIONES A QUE SE REFIERE LA NOTA 3 DE ESTE CAPÍTULO A BASE DE LACAS COLORANTES";36745;4842232.55;01/01/2023;30/09/2023
4992;FR;Francia;7905000011;LAMINADOS PLANOS DE CINC DE ESPESOR INFERIOR O IGUAL A 0,65 MM;1197383.7;4639387.03;01/01/2023;30/09/2023
4993;PL;Polonia;811909100;MANGO (MANGIFERA INDICA L.);2822967.48;4463261.81;01/01/2023;30/09/2023
4994;GB;Reino Unido;709200000;ESPÁRRAGOS, FRESCOS O REFRIGERADOS;934809.1;4317508.55;01/01/2023;30/09/2023
4995;FR;Francia;4409229090;MADERA PERFILADA EXCEPTO DE IPÉ Y EXCEPTO MADERA MOLDURADA Y TABLILLAS Y FRISOS PARA PARQUÉS, SIN ENSAMBLAR;2377506.38;4183562.21;01/01/2023;30/09/2023
4996;NL;Países Bajos (Holanda);811909100;MANGO (MANGIFERA INDICA L.);2954680.24;4019099.25;01/01/2023;30/09/2023
4997;DE;Alemania;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);1241000;3969535.19;01/01/2023;30/09/2023
4998;PL;Polonia;2701110000;ANTRACITAS;22000000;3960000;01/01/2023;30/09/2023
4999;NL;Países Bajos (Holanda);1518009000;"DEMÁS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESHIDRATADOS, SULFURADOS, SOPLADOS, POLIMERIZADOS POR CALOR EN VACÍO O ATMÓSFERA INERTE («ESTANDOLIZADOS»), O MODIFICADOS QUÍMICAMENTE DE OTRA FORMA, EXCEPTO LOS DE LA PARTIDA 15.16; MEZCLAS O PREPARACIONES NO ALIMENTICIAS DE GRASAS O DE ACEITES, ANIMALES O VEGETALES, O DE FRACCIONES DE DIFERENTES GRASAS O ACEITES DE ESTE CAPÍTULO, NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE";4072002.99;3880749.28;01/01/2023;30/09/2023
5000;IT;Italia;1604141000;ATUNES ENTERO O EN TROZOS , EXCEPTO PICADO;447933.76;3861622.27;01/01/2023;30/09/2023
5001;GB;Reino Unido;2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);1182000;3853764.95;01/01/2023;30/09/2023
5002;IT;Italia;1801001900;CACAO EN GRANO, ENTERO O PARTIDO, CRUDO EXCEPTO PARA SIEMBRA;1375672.27;3841379.57;01/01/2023;30/09/2023
5003;IT;Italia;7905000012;LAMINADOS PLANOS DE CINC DE ESPESOR SUPERIOR A 0,65 MM;918721.5;3802320.51;01/01/2023;30/09/2023
5004;ES;España;8001100000;ESTAÑO EN BRUTO, SIN ALEAR;150073.8;3779364.07;01/01/2023;30/09/2023
5005;DE;Alemania;6105100059;LAS DEMÁS CAMISAS DE PUNTO ALGODÓN CON CUELLO Y ABERTURA DELANTERA PARCIAL PARA HOMBRES;62820.11;3717638.96;01/01/2023;30/09/2023
5006;GB;Reino Unido;1604141000;ATUNES ENTERO O EN TROZOS , EXCEPTO PICADO;872505.6;3709978;01/01/2023;30/09/2023
5007;PT;Portugal;806100000;UVAS FRESCAS;1662576.8;3567486.99;01/01/2023;30/09/2023
5008;NL;Países Bajos (Holanda);2817001000;ÓXIDO DE CINC (BLANCO O FLOR DE CINC);1069000;3520730.9;01/01/2023;30/09/2023
5009;DE;Alemania;7408210000;ALAMBRE DE COBRE DE ALEACIONES DE COBRE A BASE DE COBRE-CINC (LATÓN);423921;3464183.69;01/01/2023;30/09/2023
5010;IT;Italia;803901100;BANANAS FRESCAS TIPO «CAVENDISH VALERY»;4867402.48;3441743.75;01/01/2023;30/09/2023
5011;DE;Alemania;7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;900952.23;3330851.2;01/01/2023;30/09/2023
5012;NL;Países Bajos (Holanda);1804001200;MANTECA DE CACAO CON UN ÍNDICE DE ACIDEZ EXPRESADO EN ÁCIDO OLEICO SUPERIOR A 1% PERO INFERIOR O IGUAL A 1.65%;752247.2;3320118;01/01/2023;30/09/2023
5013;DE;Alemania;6109100039;LOS DEMÁS T-SHIRTS DE ALGODÓN, PARA HOMBRES O MUJERES;76422.18;3282060.65;01/01/2023;30/09/2023
5014;GB;Reino Unido;810909000;LOS DEMÁS FRUTAS U OTROS FRUTOS FRESCOS;1789967.4;3278817.07;01/01/2023;30/09/2023
5015;IT;Italia;901119000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR EXCEPTO PARA SIEMBRA;733055;3169696.42;01/01/2023;30/09/2023
5016;ES;España;306171300;COLAS DE LANGOSTINOS CONGELADAS, CON CAPARAZÓN, SIN COSER EN AGUA O VAPOR;506523;3081670.86;01/01/2023;30/09/2023
5017;DE;Alemania;712909000;DEMÁS HORTALIZAS, MEZCLAS DE HORTALIZAS, CORTADAS ECORTADOS EN TROZOS O RODAJAS, TRITURADOS, O PULVERIZADOS, SIN OTRA PREPARACIÓN;158767;3034652.8;01/01/2023;30/09/2023
5018;PT;Portugal;307430000;"JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS";1442582;3010859.09;01/01/2023;30/09/2023
5019;DE;Alemania;2001909000;DEMÁS HORTALIZAS, FRUTAS Y DEMÁS PARTÍCULAS COMESTIBLES DE PLANTAS, PREPARADAS O CONSERVADAS EN VINAGRE;1673708.3;2846047.08;01/01/2023;30/09/2023
5020;BE;Bélgica;7404000000;DESPERDICIOS Y DESECHOS, DE COBRE.;372369;2832990.02;01/01/2023;30/09/2023
5021;IT;Italia;806100000;UVAS FRESCAS;1457351.8;2796649.56;01/01/2023;30/09/2023
5022;SE;Suecia;901119000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR EXCEPTO PARA SIEMBRA;641275;2682510.97;01/01/2023;30/09/2023
5023;ES;España;1604160000;PREPARACIONES Y CONSERVAS DE ANCHOAS ENTERO O EN TROZOS, EXCEPTO PICADO;311993.19;2681260.33;01/01/2023;30/09/2023
5024;DE;Alemania;8001100000;ESTAÑO EN BRUTO, SIN ALEAR;100037.2;2643987.63;01/01/2023;30/09/2023
5025;ES;España;2001909000;DEMÁS HORTALIZAS, FRUTAS Y DEMÁS PARTÍCULAS COMESTIBLES DE PLANTAS, PREPARADAS O CONSERVADAS EN VINAGRE;932929.77;2620500.19;01/01/2023;30/09/2023
5026;FR;Francia;2009892000;JUGO DE MARACUYÁ (PARCHITA) (PASSIFLORA EDULIS);791802;2586191;01/01/2023;30/09/2023
5027;NL;Países Bajos (Holanda);7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;797769;2516075.67;01/01/2023;30/09/2023
5028;IT;Italia;1605540000;JIBIAS (SEPIAS)*, GLOBITOS, CALAMARES Y POTAS PRECOCIDA CONGELADA;488105.54;2418530.91;01/01/2023;30/09/2023
5029;GB;Reino Unido;3301130000;ACEITES ESENCIALES DE LIMÓN.;31190.2;2415159;01/01/2023;30/09/2023
5030;IT;Italia;804400000;AGUACATES (PALTAS) , FRESCAS O SECAS;1232684;2403299.06;01/01/2023;30/09/2023
5031;NL;Países Bajos (Holanda);901119000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR EXCEPTO PARA SIEMBRA;440803.5;2347624.19;01/01/2023;30/09/2023
5032;DE;Alemania;1804001100;MANTECA DE CACAO CON UN ÍNDICE DE ACIDEZ EXPRESADO EN ÁCIDO OLEICO INFERIOR O IGUAL A 1%;463000;2233850;01/01/2023;30/09/2023
5033;DE;Alemania;7905000012;LAMINADOS PLANOS DE CINC DE ESPESOR SUPERIOR A 0,65 MM;612364.1;2229669.48;01/01/2023;30/09/2023
5034;BE;Bélgica;307229000;VOLANDEIRAS Y DEMÁS MOLUSCOS DE LOS GÉNEROS PECTEN, CHLAMYS O PLACOPECTEN (CONCHAS DE ABANICO), CONGELADOS;146981.8;2229152.67;01/01/2023;30/09/2023
5035;ES;España;1605540000;JIBIAS (SEPIAS)*, GLOBITOS, CALAMARES Y POTAS PRECOCIDA CONGELADA;785236.9;2213478.76;01/01/2023;30/09/2023
5036;DE;Alemania;6105100080;LAS DEMÁS CAMISAS DE PUNTO ALGODÓN CON CUELLO Y ABERTURA DELANTERA PARCIAL PARA HOMBRES;41445.28;2192425.99;01/01/2023;30/09/2023
5037;GB;Reino Unido;5109900000;LOS DEMÁS HILADOS DE LANA O PELO FINO ACONDICIONADOS PARA LA VENTA AL POR MENOR;50294.09;2176120.49;01/01/2023;30/09/2023
5038;SE;Suecia;5109100000;HILADOS DE LANA O PELO FINO PARA VENTA AL POR MENOR CON UN CONTENIDO >=85% EN PESO;91035.9;2162105.05;01/01/2023;30/09/2023
5039;DE;Alemania;804502000;MANGOS Y MANGOSTANES, FRESCOS O SECOS;635345.92;2141448.66;01/01/2023;30/09/2023
5040;NL;Países Bajos (Holanda);1207701000;SEMILLAS DE MELÓN PARA SIEMBRA;5823;2138954.5;01/01/2023;30/09/2023
5041;NL;Países Bajos (Holanda);805299000;WILKINGS E HÍBRIDOS SIMILARES DE AGRIOS (CÍTRICOS) EXCEPTO TANGELO;1721796;2138189.33;01/01/2023;30/09/2023
5042;DE;Alemania;814001000;CORTEZAS DE LIMÓN (LIMÓN SUTIL, LIMÓN COMÚN, LIMÓN CRIOLLO) (CITRUS AURANTIFOLIA) FRESCAS, CONGELADAS, SECAS O CONSERVADAS;1824656;2134405.95;01/01/2023;30/09/2023
5043;DE;Alemania;3203002100;CARMÍN DE COCHINILLA;17250;2101075.48;01/01/2023;30/09/2023
5044;ES;España;306171100;LANGOSTINOS ENTEROS CONGELADOS;385769;2088836.97;01/01/2023;30/09/2023
5045;DE;Alemania;811909100;MANGO (MANGIFERA INDICA L.);1399538.44;2057929.1;01/01/2023;30/09/2023
5046;GB;Reino Unido;8001100000;ESTAÑO EN BRUTO, SIN ALEAR;74982;2000927.16;01/01/2023;30/09/2023
5047;ES;España;3203002100;CARMÍN DE COCHINILLA;25183;1984532.88;01/01/2023;30/09/2023
5048;ES;España;910110000;JENGIBRE SIN TRITURAR NI PULVERIZAR;1446312.85;1979917.49;01/01/2023;30/09/2023
5049;ES;España;7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;551438.95;1974252.37;01/01/2023;30/09/2023
5050;DE;Alemania;803901100;BANANAS FRESCAS TIPO «CAVENDISH VALERY»;2707464.66;1971217.98;01/01/2023;30/09/2023
5051;ES;España;1509400000;LOS DEMÁS ACEITES DE OLIVA VÍRGENES;503745;1966602.25;01/01/2023;30/09/2023
5052;GB;Reino Unido;805210000;MANDARINAS (INCLUIDAS LAS TANGERINAS Y SATSUMAS);2058913;1942445.5;01/01/2023;30/09/2023
5053;ES;España;1005903000;MAÍZ BLANCO GIGANTE (ZEA MAYS AMILÁCEA CV. GIGANTE);1001180.75;1909692.49;01/01/2023;30/09/2023
5054;ES;España;1604141000;ATUNES ENTERO O EN TROZOS , EXCEPTO PICADO;318773;1888823.1;01/01/2023;30/09/2023
5055;FR;Francia;6109100039;LOS DEMÁS T-SHIRTS DE ALGODÓN, PARA HOMBRES O MUJERES;37139.08;1887208.87;01/01/2023;30/09/2023
5056;DE;Alemania;2613900000;MINERALES DE MOLIBDENO Y SUS CONCENTRADOS, SIN TOSTAR;53325.27;1881783.43;01/01/2023;30/09/2023
5057;FR;Francia;4409229020;MADERA MOLDURADA DE MADERAS TROPICALES EXCEPTO DE IPÉ;971058.5;1848163.54;01/01/2023;30/09/2023
5058;NL;Países Bajos (Holanda);7408210000;ALAMBRE DE COBRE DE ALEACIONES DE COBRE A BASE DE COBRE-CINC (LATÓN);243004;1834550.24;01/01/2023;30/09/2023
5059;NL;Países Bajos (Holanda);1209999000;DEMÁS SEMILLAS DE PLANTAS HERBÁCEAS UTILIZADAS PRINCIPALMENTE POR SUS FLORES;3595.92;1781064.16;01/01/2023;30/09/2023
5060;BE;Bélgica;7806009000;LAS DEMÁS MANUFACTURAS DE PLOMO;375178;1767162.05;01/01/2023;30/09/2023
5061;FR;Francia;2008910000;PALMITOS PREPARADOS O CONSERVADOS DE OTRO MODO;610787.45;1764916.03;01/01/2023;30/09/2023
5062;FR;Francia;7901110000;CINC SIN ALEAR, CON UN CONTENIDO DE CINC SUPERIOR O IGUAL AL 99,99% EN PESO;495389.02;1759250.32;01/01/2023;30/09/2023
5063;FR;Francia;6105100041;CAMISAS DE PUNTO ALGODÓN ABERTURA DELANTERA PARCIAL, CON CUELLO Y PUÑOS DE TEJIDO ACANALADO PARA HOMBRES, TEÑIDO DE UN SOLO COLOR;27813.7;1756352.88;01/01/2023;30/09/2023
5064;ES;España;710809000;LOS DEMÁS HORTALIZAS INCLUSO SILVESTRES CONGELADAS EXCEPTO ESPÁRRAGO;464297.47;1748700.13;01/01/2023;30/09/2023
5065;GB;Reino Unido;805502200;LIMA TAHITÍ (LIMÓN TAHITÍ) (CITRUS LATIFOLIA);1617095;1722577.4;01/01/2023;30/09/2023
5066;ES;España;2508500000;ANDALUCITA, CIANITA Y SILIMANITA;3068355;1715632.62;01/01/2023;30/09/2023
5067;BE;Bélgica;3920620000;LAS DEMÁS PLACAS,LÁMINAS,HOJAS Y TIRAS DE POLITEREFTALATO DE ETILENO;4830;1706818.24;01/01/2023;30/09/2023
5068;ES;España;1604142000;LISTADOS Y BONITOS ENTEROS O EN TROZOS;368550;1645296.5;01/01/2023;30/09/2023
5069;GB;Reino Unido;803901100;BANANAS FRESCAS TIPO «CAVENDISH VALERY»;1645660.8;1598360.7;01/01/2023;30/09/2023
5070;ES;España;1801001900;CACAO EN GRANO, ENTERO O PARTIDO, CRUDO EXCEPTO PARA SIEMBRA;618624.04;1573276.78;01/01/2023;30/09/2023
5071;IT;Italia;1302391000;MUCÍLAGOS DE SEMILLA DE TARA (CAESALPINEA SPINOSA);87000;1564313.9;01/01/2023;30/09/2023
5072;NL;Países Bajos (Holanda);303910000;HÍGADOS, HUEVAS Y LECHAS;89200;1553261;01/01/2023;30/09/2023
5073;DE;Alemania;3205000000;"LACAS COLORANTES; PREPARACIONES A QUE SE REFIERE LA NOTA 3 DE ESTE CAPÍTULO A BASE DE LACAS COLORANTES";9510;1516579.06;01/01/2023;30/09/2023
5074;ES;España;904211090;LOS DEMÁS PAPRIKA (CAPSICUM ANNUUM, L) SECOS, SIN TRITURAR NI PULVERIZAR EXCEPTO EN TROZOS O RODAJAS.;579868.39;1516076.56;01/01/2023;30/09/2023
5075;IT;Italia;307229000;VOLANDEIRAS Y DEMÁS MOLUSCOS DE LOS GÉNEROS PECTEN, CHLAMYS O PLACOPECTEN (CONCHAS DE ABANICO), CONGELADOS;117618.5;1507746.39;01/01/2023;30/09/2023
5076;NL;Países Bajos (Holanda);804100000;DÁTILES, FRESCOS O SECOS;273247.92;1484544.6;01/01/2023;30/09/2023
5077;ES;España;901119000;CAFÉ SIN TOSTAR Y SIN DESCAFEINAR EXCEPTO PARA SIEMBRA;316881;1441427.64;01/01/2023;30/09/2023
5078;ES;España;3205000000;"LACAS COLORANTES; PREPARACIONES A QUE SE REFIERE LA NOTA 3 DE ESTE CAPÍTULO A BASE DE LACAS COLORANTES";10916;1439099.09;01/01/2023;30/09/2023
5079;GB;Reino Unido;811909900;LOS DEMÁS FRUTAS Y OTROS FRUTOS, SIN COCER O COCIDOS EN AGUA O VAPOR, CONGELADOS, SIN ADICIÓN DE AZÚCAR U OTRO EDULCORANTE.;643787.8;1430449.77;01/01/2023;30/09/2023
5080;GB;Reino Unido;910110000;JENGIBRE SIN TRITURAR NI PULVERIZAR;1177994.6;1426468.55;01/01/2023;30/09/2023
5081;FI;Finlandia;307430000;"JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS";874414.5;1425669.05;01/01/2023;30/09/2023
5082;ES;España;2005993120;PIMIENTO MORRÓN;723192.24;1425636.69;01/01/2023;30/09/2023
5083;LT;Lituania;307430000;"JIBIAS (SEPIAS)* Y GLOBITOS; CALAMARES Y POTAS CONGELADOS";948709.8;1424154.93;01/01/2023;30/09/2023
5084;FR;Francia;2005991000;ALCACHOFAS (ALCAUCILES);395938.85;1423883.02;01/01/2023;30/09/2023
5085;ES;España;2301201100;HARINA DE PESCADO CON UN CONTENIDO DE GRASA SUPERIOR A 2% EN PESO;930410;1396379.28;01/01/2023;30/09/2023
5086;NL;Países Bajos (Holanda);1504209000;GRASAS Y ACEITES DE PESCADO Y SUS FRACCIONES, REFINADOS EXCEPTO ACEITES DE HÍGADO;212802.8;1395986.33;01/01/2023;30/09/2023
5087;BE;Bélgica;2005600000;ESPÁRRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR;281699.04;1393305.16;01/01/2023;30/09/2023
5088;IE;Irlanda (Eire);306179900;LOS DEMÁS LOS DEMÁS CAMARONES, LANGOSTINOS Y DEMÁS DECÁPODOS NATANTIA EXCEPTO CAMARONES DE RÍO DE LOS GÉNEROS MACROBRACHIUM.;120690;1389103;01/01/2023;30/09/2023
5089;BE;Bélgica;2508500000;ANDALUCITA, CIANITA Y SILIMANITA;2403231;1385319.91;01/01/2023;30/09/2023
5090;LV;Letonia;303910000;HÍGADOS, HUEVAS Y LECHAS;88140;1378656.85;01/01/2023;30/09/2023
5091;NL;Países Bajos (Holanda);3826000000;BIODIESEL Y SUS MEZCLAS, SIN ACEITES DE PETRÓLEO O DE MINERAL BITUMINOSO O CON UN CONTENIDO INFERIOR AL 70 % EN PESO.;975580;1366492.1;01/01/2023;30/09/2023
5092;IT;Italia;1404902000;TARA EN POLVO (CAESALPINEA SPINOSA);848000;1361877.1;01/01/2023;30/09/2023
5093;DE;Alemania;1804001200;MANTECA DE CACAO CON UN ÍNDICE DE ACIDEZ EXPRESADO EN ÁCIDO OLEICO SUPERIOR A 1% PERO INFERIOR O IGUAL A 1.65%;320000;1360500;01/01/2023;30/09/2023
5094;DE;Alemania;7905000011;LAMINADOS PLANOS DE CINC DE ESPESOR INFERIOR O IGUAL A 0,65 MM;356114;1335158.29;01/01/2023;30/09/2023
5095;ES;España;1701999000;AZÚCAR DE CAÑA O REMOLACHA CON ADICIÓN DE AROMATIZANTE O COLORANTE;1675046.02;1328748.8;01/01/2023;30/09/2023
5096;FR;Francia;1515900090;LOS DEMÁS LAS DEMÁS GRASAS Y ACEITES VEGETALES FIJOS (INCLUIDO EL ACEITE DE JOJOBA), Y SUS FRACCIONES, INCLUSO REFINADOS, PERO SIN MODIFICAR QUÍMICAMENTE EXCEPTO ACEITE DE LINO (DE LINAZA) Y SUS FRACCIONES, ACEITE DE MAÍZ Y SUS FRACCIONES, ACEITE DE RICINO Y SUS FRACCIONES, ACEITE DE SÉSAMO (AJONJOLÍ) Y SUS FRACCIONES Y ACEITE DE TUNG Y SUS FRACCIONES.;121812.88;1316346.29;01/01/2023;30/09/2023
5097;IT;Italia;2005600000;ESPÁRRAGOS PREPARADOS O CONSERVADOS, SIN CONGELAR;339363.78;1295102.15;01/01/2023;30/09/2023
5098;IT;Italia;2825500000;ÓXIDOS E HIDRÓXIDOS DE COBRE;179000;1258371.5;01/01/2023;30/09/2023
5099;SE;Suecia;5109900000;LOS DEMÁS HILADOS DE LANA O PELO FINO ACONDICIONADOS PARA LA VENTA AL POR MENOR;34581.83;1255941.87;01/01/2023;30/09/2023
5100;DK;Dinamarca;3203002100;CARMÍN DE COCHINILLA;5780;1251171.2;01/01/2023;30/09/2023
5101;FR;Francia;814001000;CORTEZAS DE LIMÓN (LIMÓN SUTIL, LIMÓN COMÚN, LIMÓN CRIOLLO) (CITRUS AURANTIFOLIA) FRESCAS, CONGELADAS, SECAS O CONSERVADAS;1118360;1234642.2;01/01/2023;30/09/2023
5102;IT;Italia;5108200000;HILADOS DE PELO FINO PEINADO SIN ACONDICIONAR PARA LA VENTA EL POR MENOR;36988.67;1227066.78;01/01/2023;30/09/2023
5103;DE;Alemania;6109100031;T-SHIRT DE ALGODÓN PARA HOMBRES O MUJERES, DE TEJIDO TEÑIDO DE UN SOLO COLOR UNIFORME INCLUSO BLANQUEADOS;21068.14;1207506.62;01/01/2023;30/09/2023
5104;NL;Países Bajos (Holanda);1008509000;QUINUA (QUINOA) (CHENOPODIUM QUINOA) EXCEPTO PARA SIEMBRA;603069.82;1198885.36;01/01/2023;30/09/2023
5105;IE;Irlanda (Eire);3301130000;ACEITES ESENCIALES DE LIMÓN.;14400;1190933;01/01/2023;30/09/2023
5106;FR;Francia;4409292000;MADERA MOLDURADA DE LAS DEMÁS MADERAS TROPICALES;669560;1184201.73;01/01/2023;30/09/2023
5107;GB;Reino Unido;5109100000;HILADOS DE LANA O PELO FINO PARA VENTA AL POR MENOR CON UN CONTENIDO >=85% EN PESO;35124.16;1169143.43;01/01/2023;30/09/2023
5108;BE;Bélgica;4409229090;MADERA PERFILADA EXCEPTO DE IPÉ Y EXCEPTO MADERA MOLDURADA Y TABLILLAS Y FRISOS PARA PARQUÉS, SIN ENSAMBLAR;595094.5;1140342.24;01/01/2023;30/09/2023
5109;GB;Reino Unido;3205000000;"LACAS COLORANTES; PREPARACIONES A QUE SE REFIERE LA NOTA 3 DE ESTE CAPÍTULO A BASE DE LACAS COLORANTES";6790;1134008.38;01/01/2023;30/09/2023
5110;BE;Bélgica;1801001900;CACAO EN GRANO, ENTERO O PARTIDO, CRUDO EXCEPTO PARA SIEMBRA;417966;1121967.71;01/01/2023;30/09/2023
5111;FR;Francia;1212290000;LAS DEMÁS ALGAS;678336;1109589.54;01/01/2023;30/09/2023
5112;ES;España;811909100;MANGO (MANGIFERA INDICA L.);656613.49;1103923.11;01/01/2023;30/09/2023
5113;ES;España;814001000;CORTEZAS DE LIMÓN (LIMÓN SUTIL, LIMÓN COMÚN, LIMÓN CRIOLLO) (CITRUS AURANTIFOLIA) FRESCAS, CONGELADAS, SECAS O CONSERVADAS;990240;1103682.4;01/01/2023;30/09/2023
